"X.lines"	"line"	"cross.."	"sim"
"22x8"	"22"	"48"	1.56331305423277
"22x8"	"22"	"48"	2.43686872006941
"22x8"	"22"	"48"	0.688166000699757
"22x8"	"22"	"48"	-0.064245730861894
"22x8"	"22"	"48"	-0.196189611144749
"22x8"	"8"	"46"	0.239613878315536
"22x8"	"8"	"47"	0.257731131181348
"22x8"	"8"	"47"	2.04630456919154
"22x8"	"8"	"47"	1.29833309524571
"22x8"	"8"	"47"	1.11023457235172
"22x8"	"8"	"47"	1.97819955855655
"22x8"	"8"	"48"	0.351422579656872
"22x8"	"8"	"48"	0.17270320012261
"22x8"	"8"	"48"	1.57911288545131
"22x8"	"8"	"48"	1.15473025942964
"22x8"	"8"	"48"	1.09588335549354
"29x28"	"28"	"1"	-0.745784868196648
"29x28"	"28"	"1"	-1.17498682222085
"29x28"	"28"	"2"	0.200854208124299
"29x28"	"28"	"2"	0.0958062892093908
"29x28"	"28"	"2"	0.223184529458507
"29x28"	"28"	"2"	-0.0225135790268599
"29x28"	"29"	"1"	-0.345200801567528
"29x28"	"29"	"1"	-0.356861749222827
"29x28"	"29"	"2"	0.245009120807534
"29x28"	"29"	"2"	1.0021158684208
"29x28"	"29"	"2"	0.0374302313466611
"29x28"	"29"	"2"	-0.780222410688431
"29x28"	"29"	"2"	-1.08525496413632
"33x50"	"33"	"14"	1.24486956056723
"33x50"	"33"	"14"	-0.40455537959591
"33x50"	"33"	"14"	-0.182959622108532
"33x50"	"33"	"14"	1.41456167975558
"33x50"	"33"	"14"	0.121526020550226
"33x50"	"33"	"15"	0.507267376055048
"33x50"	"33"	"15"	1.06073445697703
"33x50"	"33"	"16"	-0.826530463166844
"33x50"	"33"	"16"	-0.192026606735145
"33x50"	"50"	"14"	-0.278961703782027
"33x50"	"50"	"14"	0.265343719397343
"33x50"	"50"	"14"	0.14845810580028
"33x50"	"50"	"14"	0.325718826488049
"33x50"	"50"	"14"	-1.14157351966501
"33x50"	"50"	"15"	-1.02246901142749
"33x50"	"50"	"15"	1.00569947711428
"33x50"	"50"	"16"	0.466074201463144
"33x50"	"50"	"16"	-1.42919044717146
"35x81"	"35"	"30"	-0.609006234564049
"35x81"	"35"	"30"	0.020583263722791
"35x81"	"35"	"31"	1.55282546956506
"35x81"	"81"	"30"	-0.403517074051045
"35x81"	"81"	"30"	-0.367220698666677
"35x81"	"81"	"30"	1.34089341713577
"35x81"	"81"	"30"	1.72079917330751
"3x12"	"12"	"17"	-0.456426582584173
"3x12"	"12"	"17"	0.440984662369146
"3x12"	"12"	"17"	-0.360823613982991
"3x12"	"12"	"17"	0.035693610273077
"3x12"	"12"	"17"	-1.13859935403885
"3x12"	"12"	"17"	-1.12644251941767
"3x12"	"12"	"17"	-0.708121823058476
"3x12"	"12"	"17"	-0.230022828883861
"3x12"	"12"	"17"	0.438065743444301
"3x12"	"12"	"18"	0.204200083726071
"3x12"	"12"	"18"	-0.777463849408342
"3x12"	"12"	"18"	-1.52951685649663
"3x12"	"12"	"18"	-0.822886631601563
"3x12"	"12"	"18"	-0.255752010173129
"3x12"	"12"	"18"	-0.815841838973705
"3x12"	"12"	"18"	-0.871669607257478
"3x12"	"3"	"17"	0.928753616415436
"3x12"	"3"	"17"	0.51784525187142
"3x12"	"3"	"17"	0.133582948877393
"3x12"	"3"	"17"	-0.466430218043174
"3x12"	"3"	"17"	-1.04969255654127
"3x12"	"3"	"17"	-0.0733716526413986
"3x12"	"3"	"17"	0.473433250979479
"3x12"	"3"	"18"	0.76245294421512
"3x12"	"3"	"18"	-0.322534959218338
"3x12"	"3"	"18"	0.297282538368129
"3x12"	"3"	"18"	0.266882443805784
"3x12"	"3"	"18"	0.0958387722794414
"3x12"	"3"	"18"	-1.22363119236967
"3x12"	"3"	"18"	2.14446433922728
"3x12"	"3"	"18"	1.55504035197902
"40x76"	"40"	"3"	-1.12110475700227
"40x76"	"40"	"3"	0.117276382888396
"40x76"	"40"	"3"	0.410253823363936
"40x76"	"40"	"3"	-1.05404547819526
"40x76"	"40"	"3"	-1.56101809539951
"40x76"	"40"	"4"	-0.297599300869004
"40x76"	"40"	"4"	-0.994539943218383
"40x76"	"76"	"3"	-0.394548676517745
"40x76"	"76"	"3"	0.570914395819527
"40x76"	"76"	"3"	0.952520098926129
"40x76"	"76"	"3"	-0.935457115799624
"40x76"	"76"	"3"	0.0152288178464722
"40x76"	"76"	"3"	-1.7988932169406
"40x76"	"76"	"3"	-0.174377526702283
"40x76"	"76"	"3"	1.04559805280254
"40x76"	"76"	"4"	0.666568000328111
"40x76"	"76"	"4"	-1.12532337635466
"46x67"	"46"	"57"	2.55703904289327
"46x67"	"46"	"57"	1.48596979352849
"46x67"	"46"	"57"	1.24583328342973
"46x67"	"46"	"57"	-0.983173826266985
"46x67"	"46"	"57"	-0.391784456092595
"46x67"	"46"	"57"	0.274503541650629
"46x67"	"46"	"57"	1.50191375870412
"46x67"	"46"	"58"	2.27816689524242
"46x67"	"46"	"58"	0.623781185793177
"46x67"	"46"	"58"	-0.00964785328854489
"46x67"	"46"	"58"	1.61263624566678
"46x67"	"46"	"58"	0.829323928513324
"46x67"	"46"	"59"	0.320268188399383
"46x67"	"46"	"59"	1.85439993449666
"46x67"	"46"	"59"	1.04051268721557
"46x67"	"46"	"59"	0.669444676660732
"46x67"	"67"	"57"	0.325132336753694
"46x67"	"67"	"57"	3.32642955337329
"46x67"	"67"	"57"	2.63820050989907
"46x67"	"67"	"57"	0.486603036345783
"46x67"	"67"	"57"	1.96783206337098
"46x67"	"67"	"57"	0.609645083258427
"46x67"	"67"	"57"	0.820243981190132
"46x67"	"67"	"58"	0.305300225586327
"46x67"	"67"	"58"	0.00746544792030912
"46x67"	"67"	"58"	0.113185226316644
"46x67"	"67"	"58"	1.54264575528163
"46x67"	"67"	"58"	0.537160120852608
"46x67"	"67"	"58"	1.44907204719149
"46x67"	"67"	"58"	1.05422501142447
"46x67"	"67"	"58"	1.9637242418633
"46x67"	"67"	"58"	0.355129799726891
"46x67"	"67"	"58"	1.58147346401677
"46x67"	"67"	"59"	0.705214283217098
"46x67"	"67"	"59"	1.47386714604205
"46x67"	"67"	"59"	0.424693938949484
"46x67"	"67"	"59"	1.89200100028761
"46x67"	"67"	"59"	0.0472494837374391
"46x67"	"67"	"59"	1.97498045752438
"47x6"	"47"	"25"	0.88777043881696
"47x6"	"47"	"25"	0.28392664925139
"47x6"	"47"	"25"	0.0491111275428602
"47x6"	"47"	"25"	-0.109688394840818
"47x6"	"47"	"25"	0.140462284144068
"47x6"	"47"	"26"	0.54880533013131
"47x6"	"47"	"26"	-0.0205568846279858
"47x6"	"47"	"26"	0.815019754857825
"47x6"	"47"	"26"	-0.861406379142129
"47x6"	"47"	"26"	-0.949366337904399
"47x6"	"47"	"27"	0.495668573565101
"47x6"	"47"	"27"	-0.430543687064352
"47x6"	"47"	"27"	0.579651321120914
"47x6"	"47"	"27"	-0.332762030491721
"47x6"	"47"	"28"	-0.0801502723704048
"47x6"	"47"	"28"	1.28532910576198
"47x6"	"47"	"28"	0.558806713486362
"47x6"	"6"	"25"	-0.267313263635328
"47x6"	"6"	"25"	-0.0298665432243643
"47x6"	"6"	"25"	0.800470615583835
"47x6"	"6"	"25"	1.34140630317025
"47x6"	"6"	"26"	0.151324792939559
"47x6"	"6"	"26"	0.527792913199639
"47x6"	"6"	"26"	0.20244793840819
"47x6"	"6"	"26"	0.838828813370015
"47x6"	"6"	"26"	0.291638125549891
"47x6"	"6"	"27"	0.181772838241418
"47x6"	"6"	"27"	0.313985638536571
"47x6"	"6"	"27"	1.28887495702784
"47x6"	"6"	"27"	-0.35914579476045
"47x6"	"6"	"27"	-1.38771495474256
"47x6"	"6"	"28"	0.699010364584807
"47x6"	"6"	"28"	-0.254940293869169
"47x6"	"6"	"28"	0.791445318816079
"47x6"	"6"	"28"	0.242261540115401
"57x49"	"49"	"19"	-1.29389656476424
"57x49"	"49"	"19"	-1.08655685609303
"57x49"	"49"	"19"	-0.173281863098716
"57x49"	"49"	"19"	-1.33087174151291
"57x49"	"49"	"19"	0.335154426844256
"57x49"	"49"	"19"	0.499576889200681
"57x49"	"49"	"19"	-0.716940392716126
"57x49"	"49"	"21"	-0.198746240085896
"57x49"	"49"	"21"	-0.426912486263732
"57x49"	"49"	"22"	-1.72221284361801
"57x49"	"49"	"22"	-0.37888060163492
"57x49"	"49"	"22"	-0.773728479523611
"57x49"	"49"	"22"	0.0640831479477598
"57x49"	"49"	"22"	-1.39734490002011
"57x49"	"57"	"19"	-0.761950951793375
"57x49"	"57"	"19"	0.313229780466931
"57x49"	"57"	"19"	1.06498314937698
"57x49"	"57"	"19"	-1.0634910153069
"57x49"	"57"	"21"	1.00544026387276
"57x49"	"57"	"22"	0.625996120810767
"57x49"	"57"	"22"	-1.06852101413892
"57x49"	"57"	"22"	1.22748498455002
"61x44"	"44"	"42"	-0.973412919800887
"61x44"	"44"	"42"	-1.23330886529098
"61x44"	"44"	"42"	0.073260996090018
"61x44"	"44"	"43"	0.864100551010121
"61x44"	"44"	"43"	-0.142326145741627
"61x44"	"44"	"43"	-0.343048943790199
"61x44"	"44"	"44"	-1.16226057494356
"61x44"	"44"	"44"	0.091273353949064
"61x44"	"44"	"44"	0.173866705439534
"61x44"	"44"	"45"	-0.16322994065654
"61x44"	"44"	"45"	-0.379321302859952
"61x44"	"44"	"45"	-0.573956550326166
"61x44"	"44"	"45"	1.54556950719329
"61x44"	"61"	"42"	1.54769829216859
"61x44"	"61"	"42"	-0.409934017335979
"61x44"	"61"	"43"	0.414723487913795
"61x44"	"61"	"43"	-0.184886711566471
"61x44"	"61"	"44"	-0.397585632152477
"61x44"	"61"	"44"	1.55030611292392
"61x44"	"61"	"44"	-1.40380993933074
"61x44"	"61"	"45"	0.529878149776828
"61x44"	"61"	"45"	-0.389257017692507
"61x44"	"61"	"45"	-0.345052607861038
"61x44"	"61"	"45"	-0.964897239934183
"68x72"	"68"	"32"	0.247227283052132
"68x72"	"68"	"32"	0.480855012522239
"68x72"	"68"	"32"	-0.0789026710992464
"68x72"	"68"	"32"	0.258672576334942
"68x72"	"68"	"32"	-0.282115870634907
"68x72"	"68"	"33"	2.03036317151336
"68x72"	"68"	"34"	-0.847874851421099
"68x72"	"68"	"34"	1.66572622526069
"68x72"	"68"	"35"	1.43964741892068
"68x72"	"68"	"35"	-0.376382577137656
"68x72"	"68"	"35"	1.91831384344754
"68x72"	"68"	"35"	0.406042478097076
"68x72"	"68"	"35"	0.609067683699871
"68x72"	"68"	"35"	0.232377192545205
"68x72"	"68"	"35"	0.864304075230309
"68x72"	"68"	"35"	-0.962826752206919
"68x72"	"68"	"35"	1.00897828925669
"68x72"	"68"	"35"	-0.459922408031103
"68x72"	"72"	"32"	1.27045301901023
"68x72"	"72"	"32"	0.719729855601526
"68x72"	"72"	"32"	-0.392535224746813
"68x72"	"72"	"32"	1.67923732838693
"68x72"	"72"	"33"	0.830587516449473
"68x72"	"72"	"33"	0.503190356442626
"68x72"	"72"	"33"	1.15279531715038
"68x72"	"72"	"33"	0.242574197742629
"68x72"	"72"	"34"	0.456673354615546
"68x72"	"72"	"34"	0.219419875119346
"68x72"	"72"	"34"	1.88356258917698
"68x72"	"72"	"34"	1.75483220493894
"68x72"	"72"	"35"	-0.201964321417596
"68x72"	"72"	"35"	2.65491451724823
"68x72"	"72"	"35"	0.431532461640036
"68x72"	"72"	"35"	0.408369008349765
"68x72"	"72"	"35"	1.82665540698528
"68x72"	"72"	"35"	1.55465132266344
"68x72"	"72"	"35"	-0.974586342976269
"68x72"	"72"	"35"	-0.754488000292199
"68x72"	"72"	"35"	0.586637710859339
"68x72"	"72"	"35"	-1.31425902391357
"68x72"	"72"	"35"	1.25553558700117
"69x39"	"39"	"5"	-0.166970709098001
"69x39"	"39"	"5"	0.519325511208554
"69x39"	"39"	"5"	1.0717893485997
"69x39"	"39"	"5"	0.772973574451021
"69x39"	"39"	"5"	-0.623779749016097
"69x39"	"39"	"5"	0.810275902201364
"69x39"	"39"	"5"	-1.67572291679089
"69x39"	"39"	"6"	0.0651012886270208
"69x39"	"39"	"6"	-0.881195292762553
"69x39"	"39"	"6"	0.0886248564829465
"69x39"	"39"	"6"	-0.595329399741759
"69x39"	"39"	"7"	-1.21588241409264
"69x39"	"39"	"7"	0.884149216230091
"69x39"	"39"	"7"	0.508360840639314
"69x39"	"39"	"7"	-0.74082091676867
"69x39"	"39"	"7"	-1.26108283822184
"69x39"	"39"	"8"	1.18404662830623
"69x39"	"39"	"8"	-1.31368308749231
"69x39"	"39"	"8"	0.190950792862537
"69x39"	"39"	"8"	0.498950951158243
"69x39"	"39"	"8"	1.10939921850875
"69x39"	"69"	"5"	-0.683662361829362
"69x39"	"69"	"5"	0.282097397275374
"69x39"	"69"	"5"	-0.769802132165482
"69x39"	"69"	"5"	0.542800153499903
"69x39"	"69"	"5"	-0.718880578228665
"69x39"	"69"	"5"	-0.0103283217629967
"69x39"	"69"	"5"	0.118686346215921
"69x39"	"69"	"6"	0.128030897019055
"69x39"	"69"	"6"	-0.196408839472032
"69x39"	"69"	"6"	1.42700028252592
"69x39"	"69"	"6"	-0.0180135698712167
"69x39"	"69"	"6"	0.455292422725837
"69x39"	"69"	"7"	-0.685185779754965
"69x39"	"69"	"7"	-0.649908612947942
"69x39"	"69"	"7"	-0.132048936053442
"69x39"	"69"	"7"	0.926933423501841
"69x39"	"69"	"7"	-1.71457474523015
"69x39"	"69"	"8"	-0.433525905744338
"69x39"	"69"	"8"	-0.778899247117636
"69x39"	"69"	"8"	-1.07852700118673
"69x39"	"69"	"8"	0.0856546634837733
"69x39"	"69"	"8"	-0.297434506078796
"69x39"	"69"	"8"	-0.240337022676843
"84x75"	"75"	"49"	-0.257510556325108
"84x75"	"75"	"49"	0.742073761682344
"84x75"	"75"	"49"	-0.107257618841056
"84x75"	"75"	"49"	0.0894743848054863
"84x75"	"75"	"49"	0.850520621893463
"84x75"	"75"	"49"	1.88064390292392
"84x75"	"75"	"49"	0.360587301180309
"84x75"	"75"	"50"	2.61809468635923
"84x75"	"75"	"50"	0.726169622010621
"84x75"	"75"	"50"	0.150556551641241
"84x75"	"75"	"50"	1.08528359611583
"84x75"	"75"	"51"	1.70281466254129
"84x75"	"75"	"51"	0.691490639738238
"84x75"	"75"	"51"	0.670571410203949
"84x75"	"75"	"51"	-0.550924755886618
"84x75"	"75"	"51"	0.167943456286399
"84x75"	"75"	"51"	-0.461090705996338
"84x75"	"84"	"49"	0.832145140032208
"84x75"	"84"	"49"	0.614247765517531
"84x75"	"84"	"49"	1.63661995623389
"84x75"	"84"	"49"	0.02173022973793
"84x75"	"84"	"49"	1.32503331561771
"84x75"	"84"	"49"	0.532848117307891
"84x75"	"84"	"49"	0.352629631548147
"84x75"	"84"	"49"	0.558297420572638
"84x75"	"84"	"49"	1.15327349195191
"84x75"	"84"	"50"	-0.23741456641436
"84x75"	"84"	"50"	-0.0222630895675
"84x75"	"84"	"50"	1.15048597218767
"84x75"	"84"	"50"	1.15746099155497
"84x75"	"84"	"50"	0.816764495788484
"84x75"	"84"	"51"	1.00516775890679
"84x75"	"84"	"51"	0.852949471472823
"84x75"	"84"	"51"	1.09917609510244
"84x75"	"84"	"51"	1.23887630068441
"84x75"	"84"	"51"	2.51544205238998
"84x75"	"84"	"51"	-0.53200103787931
"84x75"	"84"	"51"	0.726430597346411
